21,Abhishek Finlease Ltd.,Finance - NBFC,29.91,Company with Low Debt,Major fall in TTM Net Profit,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,No Threat for this stock,29.91,29.91,20.4,33.5
22,Abhishek Infraventures Ltd.,Finance - Stock Broking,6.65,"Strong Momentum: Price above short, medium and long term moving averages",Declining profits every quarter for the past 2 quarters,Highest Recovery from 52 Week Low ,No Threat for this stock,6.65,6.65,3.35,7.8
23,Ace Stonecraft Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
24,Acknit Industries Ltd.,Textiles & Apparel,288.0,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,267.1,288.95,133.0,328.0
25,Aditya Consumer Marketing Ltd.,Food & Drug Retailing,68.0,Strong Annual EPS Growth,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,68.0,68.79,44.5,92.9
26,Addi Industries Ltd.,Textiles & Apparel,51.76,"Strong Momentum: Price above short, medium and long term moving averages","Rising other income, and low operating income",Highest Recovery from 52 Week Low ,No Threat for this stock,50.04,53.0,25.16,61.86
27,Aditya Electro Communications Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
28,Add-Shop Promotions Ltd.,Household & Personal Products,30.49,Company with Low Debt,Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,No Threat for this stock,29.84,30.75,28.1,55.05
29,Add-Life Pharma Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
30,Adcon Capital Services RE Ltd.,Finance - Investment,0.14,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.12,0.16,0.12,10.0
31,Adeshwar Meditex Ltd.,Medical Equipment/Supplies/Accessories,33.49,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,33.49,33.49,16.2,36.0
32,Adcon Capital Services PP Ltd.,Finance - Investment,1.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.97,1.01,0.81,1.18
33,ADF Foods Industries Ltd.,Consumer Food,202.8,Company with No Debt,Inefficient use of shareholder funds - ROE declining in the last 2 years,No Opportunity for this stock,No Threat for this stock,200.85,205.95,133.46,261.95
34,Advance Multitech Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
35,Aditya Birla Fashion & Retail Ltd.,Retailing,226.0,Effectively using its capital to generate profit - RoCE improving in last 2 years,MFs decreased their shareholding last quarter,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,223.95,226.4,184.4,265.5
36,Ahasolar Technologies Ltd.,Software,330.75,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,No weakness for this stock,Positive Breakout Second Resistance  ( LTP > R2) ,No Threat for this stock,315.0,330.75,157.0,473.0
37,Advance Metering Technology Ltd.,Engineering - Industrial Equipments,48.76,Strong Annual EPS Growth,Negative Breakdown Third Support (LTP < S3),Turnaround companies- loss to profit QoQ ,No Threat for this stock,48.76,48.76,16.11,64.62
38,Agro Phos India Ltd.,Fertilizers,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Turnaround companies- loss to profit QoQ ,No Threat for this stock,47.35,49.45,29.9,52.5
39,Aikyam Intellectual Property Consultancy Ltd.,Packaging,7.1,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,7.1,7.1,7.1,46.95
40,Ajanta Tubes Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
41,AIK Pipes And Polymers  Ltd.,Miscellaneous,136.53,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,135.1,141.85,89.0,152.2
42,Ajooni Biotech RE Ltd.,Diversified,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
43,Akzo Nobel Chemicals India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
44,Ajanta Soya Ltd.,Vegetable Oils & Products,31.11,Growth in Net Profit with increasing Profit Margin (QoQ),Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Turnaround companies- loss to profit QoQ ,No Threat for this stock,31.09,32.5,22.0,39.78
45,Ajanta Pharma Ltd.,Pharmaceuticals & Drugs,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,2200.15,2225.95,1131.7,2353.95
46,Agro Dutch Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1.4,1.45,1.4,1.8
47,AksharChem (India) Ltd.,Dyes & Pigments,282.0,Company with Low Debt,Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,No Threat for this stock,280.7,288.4,201.05,321.95
48,Akzo Nobel India Ltd.,Paints,NaN,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,RSI indicating price strength ,No Threat for this stock,2670.3,2719.8,2123.2,2965.2
49,Asian Fertilizers Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
50,Aerpace Industries RE Ltd.,NaN,3.17,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,2.5,3.35,1.9,10.0
51,Akshay Software Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
52,AVI Photochem Ltd.,Trading,30.75,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Negative Breakdown Third Support (LTP < S3),No Opportunity for this stock,No Threat for this stock,29.75,31.9,16.9,36.1
53,Alcoblex Metals Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
54,Asian Industrial Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
55,Azad Engineering Ltd.,Aerospace & Defence,671.2,Company able to generate Net Cash - Improving Net Cash Flow for last 2 years,Companies with Increasing Debt,No Opportunity for this stock,No Threat for this stock,667.05,677.0,524.0,727.0
56,Advait Infratech Ltd.,Construction - Infrastructure,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Highest Recovery from 52 Week Low ,No Threat for this stock,1063.0,1109.0,206.1,1109.0
57,Avon Corporation Ltd.,Engineering,0.17,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.17,0.17,0.17,0.76
58,Arihant Academy Ltd.,Educational Institutions,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,RSI indicating price strength ,No Threat for this stock,177.0,180.05,91.25,193.0
59,Axtel Industries Ltd.,Engineering - Industrial Equipments,739.6,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of assets to generate profits - ROA declining in the last 2 years,Highest Recovery from 52 Week Low ,No Threat for this stock,710.0,769.9,197.5,850.3
60,Asian Energy Services Ltd.,Oil Exploration and Production,276.45,"Strong Momentum: Price above short, medium and long term moving averages","Negative profit growth, promoters decreasing shareholding QoQ",Turnaround companies- loss to profit QoQ ,No Threat for this stock,275.1,289.0,51.5,297.0
61,AXSENSEX Ltd.,Miscellaneous,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,No Threat for this stock,72.02,73.96,0.0,85.0
62,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,No Opportunity for this stock,No Threat for this stock,11.44,11.8,10.05,13.3
63,Azure Exim Services Ltd.,Edible Oils & Solvent Extraction,5.67,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,5.67,5.67,2.28,5.67
64,Ayepee Lamitubes Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
65,Ayoki Mercan Ltd.,Finance - Investments,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.0,0.0,18.0,18.0
66,Axita Cotton  Ltd.,Textiles,27.26,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Negative Breakdown Second Support (LTP < S2),No Opportunity for this stock,No Threat for this stock,26.5,27.5,18.56,62.25
67,AYM Syntex Ltd.,Textiles & Apparel,85.11,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,83.95,86.9,58.0,92.35
68,AXISILVER Ltd.,Miscellaneous,NaN,No Strength for this stock,"Weak Momentum: Price below Short, Medium and Long Term Averages",No Opportunity for this stock,No Threat for this stock,72.07,72.71,0.0,79.0
69,Axis NIFTY Healthcare ETF,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,110.69,111.95,74.05,113.6
70,Axis NIFTY 50 ETF,ETF,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,232.0,236.6,179.3,240.35
71,AVS World Trade Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
72,Axis NIFTY IT ETF,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,No Threat for this stock,386.0,390.41,274.64,396.4
73,Axel Polymers Ltd.,Plastic Products - Others,71.66,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),No Opportunity for this stock,No Threat for this stock,68.0,71.66,39.81,73.63
74,Aztecsoft Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
75,Axis Mutual Fund - Gold ETF,Gold ETF,53.03,Near 52 Week High,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,52.88,53.23,47.01,55.6
76,Axis NIFTY Bank ETF,ETF,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,464.44,467.99,389.79,495.98
77,Axis Bank Ltd.,Bank - Private,NaN,Increasing Revenue every Quarter for the past 4 Quarters,Red Flag: High Interest Payments Compared to Earnings,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",No Threat for this stock,1102.8,1126.45,814.3,1151.85
78,Axiscades Technologies Ltd.,IT Services & Consulting,818.85,"Strong Momentum: Price above short, medium and long term moving averages",High PE with Negative ROE,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,802.2,822.95,248.05,850.0
79,AVT Natural Products Ltd.,Vegetable Oils & Products,92.25,Growth in Net Profit with increasing Profit Margin (QoQ),Degrowth in Revenue and Profit,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,92.0,93.5,73.7,105.55
80,Awas Ayogen Vittnigam Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
81,AVSL Industries Ltd.,Plastic Products,NaN,Book Value per share Improving for last 2 years,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,No Threat for this stock,0.0,0.0,85.0,185.0
82,Avon Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
83,AVTIL Enterprise Ltd.,NaN,6.42,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,6.42,6.42,0.0,6.42
84,AVI Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
85,Avikem Resins Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
86,Aviva Industries Ltd.,Trading,26.42,Effectively using its capital to generate profit - RoCE improving in last 2 years,New 52 week low today,No Opportunity for this stock,Red Flag: Large Swings Between Profit and Loss,26.42,26.42,26.42,31.78
87,Avonmore Capital & Management Services Ltd.,Finance - Investment,105.45,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,96.3,105.6,58.5,105.6
88,Avro India Ltd.,Plastic Products,136.6,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit (YoY),Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,126.0,139.5,94.0,154.45
89,Avon Mercantile Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
90,AVG Logistics Ltd.,Courier Services,428.9,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown First Support (LTP < S1),Highest Recovery from 52 Week Low ,No Threat for this stock,421.55,447.0,105.0,464.0
91,Bajaj Hindusthan Sugar Ltd.,Sugar,26.43,Effectively using its capital to generate profit - RoCE improving in last 2 years,Red Flag: High Interest Payments Compared to Earnings,Highest Recovery from 52 Week Low ,No Threat for this stock,26.25,26.7,11.45,35.85
92,Axis NIFTY India Consumption ETF,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,No Threat for this stock,97.61,98.24,70.96,102.35
93,Baffin Engineering Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
94,AVI Polymers Ltd.,Speciality Chemicals,11.61,Growth in Net Profit with increasing Profit Margin (QoQ),Negative Breakdown Third Support (LTP < S3),No Opportunity for this stock,No Threat for this stock,11.51,11.61,9.75,20.24
95,Bajaj Global Ltd.,Trading,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.0,0.0,0.0,0.0
96,Bacil Pharma Ltd.,Pharmaceuticals & Drugs,7.49,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Stock with Low PE (PE < = 10) ,No Threat for this stock,7.21,7.49,4.68,9.99
97,B and A Ltd.,Tea/Coffee,422.0,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,410.0,426.8,216.7,428.95
98,Bajaj Healthcare Ltd.,Pharmaceuticals & Drugs,343.95,Growth in Net Profit with increasing Profit Margin (QoQ),Negative Breakdown Second Support (LTP < S2),Stock with Low PE (PE < = 10) ,No Threat for this stock,343.35,352.4,275.7,513.4
99,AVI Export (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
100,Bajrang Finance Ltd.,NaN,13.83,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,13.83,13.83,4.5,13.83
101,Balaji Galvanising Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
102,Business Forms Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
103,BWL Ltd.,Cables - Telephone,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.0,0.0,3.52,27.93
104,B. N. Rathi Securities Ltd.,Finance - Stock Broking,104.1,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Profit making Companies with High ROCE and Low PE ,No Threat for this stock,99.0,105.0,32.0,110.9
105,Balaram Cements Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
106,Bala Techno Industries Ltd.,Textiles - General,1.07,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1.05,1.15,1.05,1.15
107,B&B Triplewall Containers Ltd.,Containers & Packaging,274.45,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,RSI indicating price strength ,No Threat for this stock,270.4,277.6,178.55,303.15
108,Bubna Major Bio tech Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
109,Budge Budge Company Ltd.,Miscellaneous,12.12,High growth stocks with promoters increasing shareholding,Decline in Quarterly Net Profit (YoY),Positive Breakout Third Resistance ( LTP > R3) ,Red Flag: Large Swings Between Profit and Loss,12.12,12.12,10.0,12.12
110,Bull Power System Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
111,Burroughs Wellcome (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
112,BTW Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
113,Butterfly Gandhimathi Appliances Ltd.,Domestic Appliances,NaN,Strong Annual EPS Growth,MFs decreased their shareholding last quarter,No Opportunity for this stock,No Threat for this stock,1033.0,1050.5,977.55,1562.9
114,Burnpur Cement Ltd.,Cement,7.59,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,6.9,7.55,3.8,8.8
115,Burr-Brown (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
116,Bodhi tree Multimedia RE Ltd.,"Film Production, Distribution & Entertainment",NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
117,Bharat Sanchar Nigam Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
118,BSL Ltd.,Textiles & Apparel,207.85,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,Companies with High Debt,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",No Threat for this stock,204.25,216.3,145.6,238.9
119,BSI Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
120,BSEL ALGO Ltd.,Construction - Real Estate,17.31,Strong Annual EPS Growth,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",No Threat for this stock,17.23,17.59,4.7,19.74
121,B&A Packaging India Ltd.,Packaging Materials-Containers & Packaging,257.0,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,No Threat for this stock,251.0,261.0,170.25,274.95
122,BSE Ltd.,Finance - Stock Broking,NaN,Company with high TTM EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,2251.0,2286.1,406.2,2595.0
123,BSE PSU,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
124,BSE Sensex,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
125,BSE National Index,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
126,BSE IT Sector,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
127,Cals Refineries Ltd.,Oil Exploration and Production,0.1,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.1,0.1,0.1,0.1
128,BSE Healthcare,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
129,C & C Constructions Ltd.,Construction - Infrastructure,2.4,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,Red Flag: High Interest Payments Compared to Earnings,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,2.23,2.43,2.23,9.07
130,BSE Consumer Durables,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
131,BSE Dollex,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
132,Cyient DLM Ltd.,Electric Equipment,659.85,Growth in Net Profit with increasing Profit Margin (QoQ),MFs decreased their shareholding last quarter,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,657.95,672.1,403.0,778.9
133,BSE FMCG Sector,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
134,Cyberwave Internet Solutions Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
135,Cyient Ltd.,IT Services & Consulting,NaN,Company with high TTM EPS Growth,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,2214.15,2249.8,831.5,2458.95
136,Cyber Media (India) Ltd.,Printing & Publishing,35.59,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",No Threat for this stock,32.25,36.85,12.7,36.85
137,Cybertech Systems and Software Ltd.,IT Services & Consulting,200.55,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Highest Recovery from 52 Week Low ,No Threat for this stock,198.3,205.4,84.8,213.75
138,Cyberspace Multimedia Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,NaN,NaN,NaN,NaN
139,Cyber Media Research and Services Ltd.,TV Broadcasting & Software Production,NaN,Company with high TTM EPS Growth,Negative Breakdown Third Support (LTP < S3),No Opportunity for this stock,No Threat for this stock,152.95,153.0,102.9,231.0
140,Cybele Industries Ltd.,Cables,41.0,Effectively using its capital to generate profit - RoCE improving in last 2 years,Negative Breakdown First Support (LTP < S1),Turnaround companies- loss to profit QoQ ,No Threat for this stock,40.13,44.0,15.0,49.4
141,CWD Ltd.,Electronic Goods,951.0,Company with Low Debt,Negative Breakdown Second Support (LTP < S2),RSI indicating price strength ,No Threat for this stock,907.0,964.5,532.0,1949.0
