27,ABG,Asbury Automotive Group Inc Common Stock,$214.62,2.71,1.279%,92367,4416315579.0,United States,2002.0,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/abg
28,ABIO,ARCA biopharma Inc. Common Stock,$1.63,0.0,0.00%,4578,23636863.0,United States,NaN,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/abio
29,ABL,Abacus Life Inc. Class A Common Stock,$11.78,-0.1578,-1.322%,39260,746260915.0,United States,2020.0,Investment Managers,Finance,/market-activity/stocks/abl
30,ABLLL,Abacus Life Inc. 9.875% Fixed Rate Senior Notes due 2028,$25.05,0.03,0.12%,3329,1586913066.0,United States,NaN,NaN,NaN,/market-activity/stocks/ablll
31,ABLLW,Abacus Life Inc. Warrant,$0.757,-0.0547,-6.739%,43028,47955816.0,United States,2020.0,Investment Managers,Finance,/market-activity/stocks/abllw
32,ABLV,Able View Global Inc. Class B Ordinary Shares,$3.02,-0.01,-0.33%,94450,127924884.0,China,NaN,NaN,NaN,/market-activity/stocks/ablv
33,ABM,ABM Industries Incorporated Common Stock,$40.62,0.4,0.995%,876541,2570555013.0,United States,NaN,Diversified Commercial Services,Finance,/market-activity/stocks/abm
34,ABNB,Airbnb Inc. Class A Common Stock,$152.66,-2.6,-1.675%,4850422,98780892370.0,United States,2020.0,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/abnb
35,ABOS,Acumen Pharmaceuticals Inc. Common Stock,$3.56,0.22,6.587%,382861,206161241.0,United States,2021.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/abos
36,ABR,Arbor Realty Trust Common Stock,$13.01,0.17,1.324%,4281902,2452453485.0,United States,2004.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/abr
37,ABR^D,Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per Share,$18.05,0.1,0.557%,19596,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/abr^d
38,ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,$18.33,0.37,2.06%,1676,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/abr^e
39,ABR^F,Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per share,$18.91,0.09,0.478%,16255,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/abr^f
40,ABSI,Absci Corporation Common Stock,$4.69,0.01,0.214%,863823,435881457.0,United States,2021.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/absi
41,ABT,Abbott Laboratories Common Stock,$119.46,0.44,0.37%,4261337,207285115164.0,United States,NaN,Medical/Dental Instruments,Health Care,/market-activity/stocks/abt
42,ABTS,Abits Group Inc Ordinary Shares,$0.9155,-0.0745,-7.525%,50009,17707170.0,China,NaN,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/abts
43,ABUS,Arbutus Biopharma Corporation Common Stock,$2.92,0.01,0.344%,832527,489670121.0,Canada,NaN,Pharmaceuticals and Biotechnology,Health Care,/market-activity/stocks/abus
44,ABVC,ABVC BioPharma Inc. Common Stock,$1.20,-0.01,-0.826%,78389,9292594.0,United States,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/abvc
45,ABVX,Abivax SA American Depositary Shares,$14.48,1.68,13.125%,165754,910402025.0,France,2023.0,NaN,NaN,/market-activity/stocks/abvx
46,AC,Associated Capital Group Inc. Common Stock,$33.22,0.04,0.121%,1710,717261092.0,United States,2015.0,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/ac
47,ACA,Arcosa Inc. Common Stock ,$81.31,-1.29,-1.562%,360997,3964672835.0,United States,2018.0,Metal Fabrications,Industrials,/market-activity/stocks/aca
48,ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock,$10.69,0.0,0.00%,10,0.0,United States,2022.0,Blank Checks,Finance,/market-activity/stocks/acab
49,ACAC,Acri Capital Acquisition Corporation Class A Common Stock,$11.15,-0.03,-0.268%,124843,0.0,United States,2022.0,Blank Checks,Finance,/market-activity/stocks/acac
50,ACACU,Acri Capital Acquisition Corporation Unit,$11.10,0.0,0.00%,54,0.0,United States,2022.0,Blank Checks,Finance,/market-activity/stocks/acacu
51,ACACW,Acri Capital Acquisition Corporation Warrant,$0.0645,0.0,0.00%,2,0.0,United States,2022.0,Blank Checks,Finance,/market-activity/stocks/acacw
52,ACAD,ACADIA Pharmaceuticals Inc. Common Stock,$24.78,-0.07,-0.282%,1404120,4068389742.0,United States,1985.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/acad
53,ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,$10.45,-0.0001,-0.001%,37960,0.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/acah
54,ACAHW,Atlantic Coastal Acquisition Corp. Warrant,$0.0161,0.001,6.623%,26270,0.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/acahw
55,ACB,Aurora Cannabis Inc. Common Shares,$3.26,0.02,0.617%,1326385,177798366.0,Canada,NaN,Pharmaceuticals and Biotechnology,Health Care,/market-activity/stocks/acb
56,ACBA,Ace Global Business Acquisition Limited Ordinary Shares,$12.0256,0.0556,0.464%,101,45571576.0,Hong Kong,2021.0,Business Services,Consumer Discretionary,/market-activity/stocks/acba
57,ACCD,Accolade Inc. Common Stock,$10.22,-0.4,-3.766%,608518,791105744.0,United States,2020.0,Business Services,Consumer Discretionary,/market-activity/stocks/accd
58,ACCO,Acco Brands Corporation Common Stock,$5.58,-0.84,-13.084%,1518808,529685138.0,United States,NaN,Publishing,Consumer Discretionary,/market-activity/stocks/acco
59,ACDC,ProFrac Holding Corp. Class A Common Stock,$7.61,0.28,3.82%,1294277,1212949080.0,United States,2022.0,Oilfield Services/Equipment,Energy,/market-activity/stocks/acdc
60,ACEL,Accel Entertainment Inc. ,$10.43,0.11,1.066%,165252,884498252.0,United States,2017.0,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/acel
61,ACET,Adicet Bio Inc. Common Stock ,$2.47,0.03,1.23%,1814538,106616369.0,United States,2018.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/acet
62,ACGL,Arch Capital Group Ltd. Common Stock,$87.29,1.47,1.713%,1696436,32574175937.0,Bermuda,NaN,Property-Casualty Insurers,Finance,/market-activity/stocks/acgl
63,ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,$20.35,0.06,0.296%,52164,7594048348.0,Bermuda,NaN,Property-Casualty Insurers,Finance,/market-activity/stocks/acgln
64,ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,$23.99,0.34,1.438%,24498,8952394097.0,Bermuda,NaN,Property-Casualty Insurers,Finance,/market-activity/stocks/acglo
65,ACHC,Acadia Healthcare Company Inc. Common Stock,$84.29,-0.34,-0.402%,446182,7772926762.0,United States,NaN,Medical Specialities,Health Care,/market-activity/stocks/achc
66,ACHL,Achilles Therapeutics plc American Depositary Shares,$1.36,0.0,0.00%,1964566,55668509.0,United Kingdom,2021.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/achl
67,ACHR,Archer Aviation Inc. Class A Common Stock,$4.81,-0.06,-1.232%,5758915,1446740771.0,United States,2020.0,Aerospace,Industrials,/market-activity/stocks/achr
68,ACHV,Achieve Life Sciences Inc. Common Shares,$3.96,0.14,3.665%,23328,83816410.0,United States,NaN,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/achv
69,ACI,Albertsons Companies Inc. Class A Common Stock,$21.44,0.16,0.752%,3434790,12350294727.0,United States,2020.0,Food Chains,Consumer Staples,/market-activity/stocks/aci
70,ACIC,American Coastal Insurance Corporation Common Stock,$13.60,0.26,1.949%,266806,597009699.0,United States,NaN,Property-Casualty Insurers,Finance,/market-activity/stocks/acic
71,ACIU,AC Immune SA Common Stock,$3.44,0.16,4.878%,113570,287652800.0,Switzerland,2016.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aciu
72,ACIW,ACI Worldwide Inc. Common Stock,$30.90,0.34,1.113%,447489,3359526332.0,United States,NaN,EDP Services,Technology,/market-activity/stocks/aciw
73,ACLS,Axcelis Technologies Inc. Common Stock,$109.65,-1.8,-1.615%,656953,3590758879.0,United States,2000.0,Industrial Machinery/Components,Technology,/market-activity/stocks/acls
74,ACLX,Arcellx Inc. Common Stock,$62.01,1.51,2.496%,240748,3019030456.0,United States,2022.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aclx
75,ACM,AECOM Common Stock,$89.53,0.3,0.336%,544779,12178184045.0,United States,2007.0,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/acm
76,ACMR,ACM Research Inc. Class A Common Stock,$20.49,-0.09,-0.437%,1199791,1241853720.0,United States,2017.0,Industrial Machinery/Components,Technology,/market-activity/stocks/acmr
77,ACN,Accenture plc Class A Ordinary Shares (Ireland),$377.32,6.01,1.619%,1614517,251608292581.0,Ireland,2001.0,EDP Services,Technology,/market-activity/stocks/acn
78,ACNB,ACNB Corporation Common Stock,$35.90,0.05,0.139%,3194,305426717.0,United States,NaN,Major Banks,Finance,/market-activity/stocks/acnb
79,ACNT,Ascent Industries Co. Common Stock,$9.94,-0.15,-1.487%,5400,100647798.0,United States,NaN,Steel/Iron Ore,Industrials,/market-activity/stocks/acnt
80,ACON,Aclarion Inc. Common Stock,$0.905,-0.315,-25.82%,616291,497355.0,United States,2022.0,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/acon
81,ACONW,Aclarion Inc. Warrant,$0.025,0.0,0.00%,10,13739.0,United States,2022.0,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/aconw
82,ACOR,Acorda Therapeutics Inc. Common Stock,$13.0461,-0.4539,-3.362%,698,16204535.0,United States,2006.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/acor
83,ACP,abrdn Income Credit Strategies Fund Common Shares,$6.74,-0.04,-0.59%,242368,0.0,United States,2011.0,Investment Managers,Finance,/market-activity/stocks/acp
84,ACP^A,abrdn Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,$23.45,-0.42,-1.76%,2419,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/acp^a
85,ACR,ACRES Commercial Realty Corp. Common Stock,$10.67,0.24,2.301%,23377,90216248.0,United States,NaN,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/acr
86,ACR^C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,$24.21,0.31,1.297%,9004,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/acr^c
87,ACR^D,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,$22.49,0.205,0.92%,4461,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/acr^d
88,ACRE,Ares Commercial Real Estate Corporation Common Stock,$7.59,-0.06,-0.784%,1593783,410926835.0,United States,2012.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/acre
89,ACRS,Aclaris Therapeutics Inc. Common Stock,$1.19,-0.02,-1.653%,720178,84295071.0,United States,2015.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/acrs
90,ACRV,Acrivon Therapeutics Inc. Common Stock,$3.89,0.07,1.832%,43732,86335854.0,United States,2022.0, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/acrv
91,ACST,Acasti Pharma Inc. Class A Common Stock,$3.35,-0.015,-0.446%,19397,31488003.0,Canada,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/acst
92,ACT,Enact Holdings Inc. Common Stock,$26.94,0.24,0.899%,260519,4302408976.0,United States,2021.0,Specialty Insurers,Finance,/market-activity/stocks/act
93,ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,$4.00,-0.01,-0.249%,117385,399545288.0,United States,NaN,Multi-Sector Companies,Miscellaneous,/market-activity/stocks/actg
94,ACU,Acme United Corporation. Common Stock,$49.80,0.63,1.281%,9793,178536486.0,United States,1988.0,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/acu
95,ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,$22.81,-0.04,-0.175%,17580,236378981.0,United States,2015.0,Finance/Investors Services,Finance,/market-activity/stocks/acv
96,ACVA,ACV Auctions Inc. Class A Common Stock,$16.52,0.11,0.67%,3213849,2707488456.0,United States,2021.0,Business Services,Consumer Discretionary,/market-activity/stocks/acva
97,ACXP,Acurx Pharmaceuticals Inc. Common Stock,$3.15,0.02,0.639%,57500,43369128.0,United States,2021.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/acxp
98,ADAG,Adagene Inc. American Depositary Shares,$3.27,-0.2,-5.764%,42342,141435894.0,China,2021.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/adag
99,ADAP,Adaptimmune Therapeutics plc American Depositary Shares,$1.48,0.1,7.246%,807992,336139964.0,United Kingdom,2015.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/adap
100,ADBE,Adobe Inc. Common Stock,$553.44,15.87,2.952%,4544956,250154880000.0,United States,1986.0,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/adbe
101,ADC,Agree Realty Corporation Common Stock,$57.51,0.47,0.824%,709504,5780868106.0,United States,NaN,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/adc
102,ADC^A,Agree Realty Corporation Depositary Shares each representing 1/1000th of a 4.250% Series A Cumulative Redeemable Preferred Stock,$18.71,0.21,1.135%,4584,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/adc^a
103,ADCT,ADC Therapeutics SA Common Shares,$4.68,-0.21,-4.294%,426800,377407040.0,NaN,2020.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/adct
104,ADD,Color Star Technology Co. Ltd. Class A Ordinary Shares,$0.244,-0.0359,-12.826%,522437,3950607.0,United States,NaN,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/add
105,ADEA,Adeia Inc. Common Stock,$11.36,0.32,2.899%,546029,1217482883.0,United States,2003.0,Semiconductors,Technology,/market-activity/stocks/adea
106,ADI,Analog Devices Inc. Common Stock,$190.11,-1.8,-0.938%,3720442,94277098397.0,United States,NaN,Semiconductors,Technology,/market-activity/stocks/adi
107,ADIL,Adial Pharmaceuticals Inc Common Stock,$0.825,-0.015,-1.786%,187070,1004834.0,United States,2018.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/adil
108,ADM,Archer-Daniels-Midland Company Common Stock,$53.45,-0.25,-0.466%,3105869,28509228080.0,United States,NaN,Packaged Foods,Consumer Staples,/market-activity/stocks/adm
109,ADMA,ADMA Biologics Inc Common Stock,$5.26,0.0,0.00%,1261122,1188589934.0,United States,NaN,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/adma
110,ADN,Advent Technologies Holdings Inc. Class A Common Stock,$0.162,-0.0059,-3.514%,507880,10130060.0,United States,2018.0,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/adn
111,ADNT,Adient plc Ordinary Shares ,$34.38,0.21,0.615%,1441528,3137032632.0,United States,2016.0,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/adnt
112,ADNWW,Advent Technologies Holdings Inc. Warrant,$0.0254,-0.0014,-5.224%,16903,1588293.0,United States,2018.0,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/adnww
113,ADOC,Edoc Acquisition Corp. Class A Ordinary Share,$8.16,-1.9,-18.887%,1514,0.0,United States,2020.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/adoc
114,ADOCR,Edoc Acquisition Corp. Right,$0.1999,0.0049,2.513%,19600,0.0,United States,2020.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/adocr
115,ADOCW,Edoc Acquisition Corp. Warrant,$0.0351,-0.0049,-12.25%,30200,0.0,United States,2020.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/adocw
116,ADP,Automatic Data Processing Inc. Common Stock,$255.87,1.11,0.436%,1306580,105108982378.0,United States,NaN,EDP Services,Technology,/market-activity/stocks/adp
232,AIF,Apollo Tactical Income Fund Inc. Common Stock,$14.81,0.01,0.068%,199364,0.0,NaN,2013.0,Finance Companies,Finance,/market-activity/stocks/aif
117,ADPT,Adaptive Biotechnologies Corporation Common Stock,$4.04,0.16,4.124%,1123150,584881914.0,United States,2019.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/adpt
118,ADRT,Ault Disruptive Technologies Corporation Common Stock,$12.50,0.3,2.459%,1818,179687500.0,NaN,2022.0,Blank Checks,Finance,/market-activity/stocks/adrt
119,ADSE,ADS-TEC ENERGY PLC Ordinary Shares,$9.70,0.0,0.00%,30695,474136000.0,Ireland,NaN,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/adse
120,ADSEW,ADS-TEC ENERGY PLC Warrant,$1.10,0.0326,3.054%,1000,53764878.0,Ireland,NaN,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/adsew
121,ADSK,Autodesk Inc. Common Stock,$257.20,0.22,0.086%,819377,55019021590.0,United States,NaN,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/adsk
122,ADT,ADT Inc. Common Stock,$6.74,0.12,1.813%,2136123,6213075434.0,United States,2018.0,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/adt
123,ADTH,AdTheorent Holding Company Inc. Common Stock,$2.85,-0.03,-1.042%,168863,251489409.0,United States,2021.0,Advertising,Consumer Discretionary,/market-activity/stocks/adth
124,ADTHW,AdTheorent Holding Company Inc. Warrants,$0.1825,0.0075,4.286%,4300,16104146.0,United States,2021.0,Advertising,Consumer Discretionary,/market-activity/stocks/adthw
125,ADTN,ADTRAN Holdings Inc. Common Stock,$6.11,-0.06,-0.972%,711315,480850884.0,United States,1994.0,Telecommunications Equipment,Telecommunications,/market-activity/stocks/adtn
126,ADTX,Aditxt Inc. Common Stock,$3.46,-0.22,-5.978%,73339,5761640.0,United States,2020.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/adtx
127,ADUS,Addus HomeCare Corporation Common Stock,$89.10,-0.9,-1.00%,97202,1444725582.0,United States,2009.0,Medical/Nursing Services,Health Care,/market-activity/stocks/adus
128,ADV,Advantage Solutions Inc. Class A Common Stock,$3.84,-0.02,-0.518%,269361,1253351416.0,United States,2019.0,Business Services,Consumer Discretionary,/market-activity/stocks/adv
129,ADVM,Adverum Biotechnologies Inc. Common Stock,$2.00,-0.1,-4.762%,1093314,202054348.0,United States,2014.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/advm
130,ADVWW,Advantage Solutions Inc. Warrant,$0.10,-0.0032,-3.101%,197,32639360.0,United States,2019.0,Advertising,Consumer Discretionary,/market-activity/stocks/advww
131,ADX,Adams Diversified Equity Fund Inc.,$19.04,0.05,0.263%,130799,0.0,United States,NaN,Investment Managers,Finance,/market-activity/stocks/adx
132,ADXN,Addex Therapeutics Ltd American Depositary Shares,$9.67,-0.999,-9.364%,9151,7677661.0,Switzerland,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/adxn
133,AE,Adams Resources & Energy Inc. Common Stock,$23.40,-0.54,-2.256%,4966,59586719.0,United States,1980.0,Oil Refining/Marketing,Energy,/market-activity/stocks/ae
134,AEAE,AltEnergy Acquisition Corp. Class A Common Stock,$11.10,0.0,0.00%,41,0.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/aeae
135,AEAEW,AltEnergy Acquisition Corp. Warrant,$0.0451,0.0046,11.358%,16001,0.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/aeaew
136,AEE,Ameren Corporation Common Stock,$71.60,0.79,1.116%,2918035,18826865437.0,United States,NaN,Power Generation,Utilities,/market-activity/stocks/aee
137,AEF,abrdn Emerging Markets Equity Income Fund Inc. Common Stock,$5.08,-0.045,-0.878%,59807,545401500.0,United States,NaN,Finance/Investors Services,Finance,/market-activity/stocks/aef
138,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,$22.37,0.02,0.089%,74763,0.0,United States,2019.0,NaN,NaN,/market-activity/stocks/aefc
139,AEG,Aegon Ltd. New York Registry Shares,$5.82,0.0,0.00%,1537509,15455745118.0,Netherlands,NaN,Life Insurance,Finance,/market-activity/stocks/aeg
140,AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares,$1.949,-0.031,-1.566%,30152,3506251.0,China,NaN,Building Products,Consumer Discretionary,/market-activity/stocks/aehl
141,AEHR,Aehr Test Systems Common Stock,$15.86,-0.24,-1.491%,846618,457548899.0,United States,1997.0,Electrical Products,Industrials,/market-activity/stocks/aehr
142,AEI,Alset Inc. Common Stock (TX),$1.05,-0.01,-0.943%,3713,9696875.0,United States,2020.0,Building operators,Real Estate,/market-activity/stocks/aei
143,AEIS,Advanced Energy Industries Inc. Common Stock,$99.39,-0.4,-0.401%,219338,3709711872.0,United States,1995.0,Industrial Machinery/Components,Technology,/market-activity/stocks/aeis
144,AEL,American Equity Investment Life Holding Company Common Stock,$55.58,0.16,0.289%,386344,4392199829.0,United States,2003.0,Life Insurance,Finance,/market-activity/stocks/ael
145,AEL^A,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,$24.22,0.27,1.127%,25203,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/ael^a
146,AEL^B,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,$25.47,0.46,1.839%,11630,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/ael^b
147,AEM,Agnico Eagle Mines Limited Common Stock,$49.63,1.47,3.052%,4291241,24619632696.0,Canada,NaN,Precious Metals,Basic Materials,/market-activity/stocks/aem
148,AEMD,Aethlon Medical Inc. Common Stock,$1.70,-0.0066,-0.387%,3294,4454678.0,United States,NaN,Medical/Dental Instruments,Health Care,/market-activity/stocks/aemd
149,AENT,Alliance Entertainment Holding Corporation Class A Common Stock,$1.84,-0.05,-2.646%,4669,93712617.0,United States,NaN,Durable Goods,Consumer Discretionary,/market-activity/stocks/aent
150,AENTW,Alliance Entertainment Holding Corporation Warrants,$0.023,0.0,0.00%,2,1171408.0,United States,NaN,Durable Goods,Consumer Discretionary,/market-activity/stocks/aentw
151,AEO,American Eagle Outfitters Inc. Common Stock,$23.32,0.35,1.524%,2426039,4606594322.0,United States,NaN,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/aeo
152,AEON,AEON Biopharma Inc. Class A Common Stock,$11.40,0.95,9.091%,12922,423619440.0,United States,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aeon
